name,system
'У нас тепла нет с конца апреля. Так и мёрзли до конца отопительного сезона. БРАВО УК! (а оплату за апрель-май начислят как положено). М.Власова 29а.-47,ЖКХ
"'Здравствуйте. Ответьте пожалуйста на вопрос, 26.10 писала заявление на 15000 на детей. До сегодняшнего дня никаких перечислений не было, хотя некоторым которые писали тоже 26.10 уже перевели деньги.",Мобилизация
"'Здравствуйте, будут ли учитывать доход мобилизованного, при оформлении детских пособий на несовершеннолетних детей?",Мобилизация
"'[id181510693|Марина], врача минимум 5 дней ждать и это в лучшем случае, и они сами говорят придти в поликлинику на приём и сделать тест",Здравоохранение/Медицина
"'ул. Комсомольская дом3 рядом Исполнительный центр в 6 утра громко играет музыка ,видать осуждённые делают утреннюю зарядку , как на это реагировать ?",Безопасность
"'Понимаю, что в городе проблем много. Но.. В прошлом году в пос. Кын к 01 сентября должен был открыться стадион с детской площадкой. Чиновники бодро раппортовали о его строительстве. Но стадион так и не доделали. На воротах висит замок, а дети пытаются сквозь прутья забора добраться до качелей и спортивных тренажеров. Как бы не получилось так, как с пожарным депо в городе. А ведь на его строительство деньги и жители вкладывали.",Физическая культура и спорт
"'Ну вы блин даёте!😩, у меня просто нет слов! Да не ходит к нам автобус , придётся писать в Администрацию Губернатора раз вы мне не верите, мне 63 года , живу по улице Ленина 22, надо верить людям!",Общественный транспорт
"'Ещё на счёт мусоровоза, он от нас очень далеко останавливается, можно ли чтобы он заезжал на набережную улицу,не спускаясь вниз",Мусор/Свалки/ТКО
'Нормальные кольца поставьте,Физическая культура и спорт
'А почему о повышении тарифа с 1.10 мы узнаём в ноябре? Не пора ли прокуратуре заняться проверкой законности действий по повышению тарифов задним числом ?,Мусор/Свалки/ТКО
"'Это вы еще на старом пляже не были, там вообще помойка, моло того что мусор валяется везде, дак еще и стекла идешь по тропинке усыпанной осколками",Благоустройство
"'Здравствуйте, подскажите пожалуста пособие на третьего и последующего ребёнка, если в марте подавать, то какой период берётся? И по какому двукратному прожиточному минимуму считают, на данный момент? И через гос. услуги получается подать нельзя, не работает по Пермскому краю эта услуга?",Социальное обслуживание и защита
'Здравствуйте! Планируется ли закрытие учебных учреждений из-за роста числа заболеваниях COVID-19?,Образование
"'Администрация Губахи что скажете в этом году? Люди ругаются опять по теме снега!<br>В том году я писала подобный пост, в этом году другие пишут! Даже интересно что скажете на этот раз<br>Мне со дня на день рожать, вызывать скорую, а если не приедет из за плохих дорого… страшно даже… когда будет порядок в городе?",Дороги
"'Здравствуйте, вопрос такого характера. Проживаю по адресу:г. Пермь ул. Капитана Гастелло 5. Являюсь собственником. Три года ук ""наш район"" директор ук Чарушин Александр Юрьевич. Собраний никаких не проводится в доме уже три года. На доске объявлений в холе только информация о лицензии и реклама от физических лиц и компаний представляющих услуги. Отчёты о проведённых работах не вывешивают, информируют только по запросу. Были направлены сметы (не локального характера, никем не утверждённые) ук два года указывает забор в отчётах, который они якобы установили. Но с документальным подтверждением ограждения на территории жилого дома не подтвердили. Чисто на словах. Инвентаризация ещё не проводилась, т.к дому нет ещё 5 лет, а директор скорее не внёс изменения в техническую документацию, соответственно через некоторый период может оказаться, что ограждение не является собственностью придомовой территории.",ЖКХ
"'Необходимо выбрать площадку сначала, желательно с учётом возможности какого-либо расширения в будущем. Чтоб данную площадку не ограничивали близстоящие сооружения в определённых маленьких рамках.",Благоустройство
"'В городе субботник прошел,а ул.Гомельская не коснулся",Благоустройство
"'Здравствуйте! Сообщите, пожалуйста, вакцина нозальная и спутник Лайт в Пермском крае будет?",Коронавирус
'Здравствуйте подскажите можно ли подать жалобу вам на работу врача в травматологии города березники,Здравоохранение/Медицина
"'Тарифы автобусные перевозки взвинтили до неузнаваемости. Волею случая пришлось 2 раза побывать в Свердловской области городе Камышлове. У них билет по городу стоит 22 руля, а город по протяженности в 2-3 раза больше Губахи. Даже в Екатеринбургском метрополитене проезд стоит 32 рубля, а не как в Губахе по городу 35 рублей. Стыдно господа!!!",Общественный транспорт
"'здравствуйте, Я дочь мобилизованного<br>у меня мачеха (официальная жена) подала заявление на выплаты каждому ребенку по 15 тыс.<br>сколько ждать их ?<br>я учусь в другом городе очно, денег абсолютно ни у кого нет, как вообще выживать",Мобилизация
"'Пермский край, кудымкарский район, нет",Социальное обслуживание и защита
"'Добрый день, подавали заявления на получение сертификата в детский лагерь на двоих детей. На одного ребенка сертификат пришел на второго нет. По телефонам 2361214 и 2361554 дозвонится не возможно. В администрации района специалист ушла на больничный сказала звоните по телефонам. Подскажите когда будет второй сертификат.",Образование
"'Анонимно. Подскажите пожалуйста, есть ли какие то выплаты, пособия от полутора до трёх лет ?",Социальное обслуживание и защита
"'Эх, сейчас тепла не хватает( дети сопливят, родители тоже и так каждый год.<br>А включат 15 числа если повезет, когда станет потеплее.<br>Вот бы отопление давали смотря на прогноз погоды.",ЖКХ
"'[club211811845|Глава Лысьвенского округа Никита Федосеев], шел второй день, как начат ваш отопительный сезон. В центре ни горячей воды, ни тепла",ЖКХ
"'Здравствуйте.Который день метёт снег,а техники для чистки дорог нет.Можно как то решить этот вопрос? И ещё вот такой вопрос. К кому можно обратиться с вопросом о собак,чтоб провели отлов их .14 числа произошла такая ситуация,одна собака покусала более 5 человек в том числе и моего ребёнка. А одного ребёнка ложили в больницу,и делали выкачку гноя,он больше всех пострадал. Скажите ,как быть?",Безопасность
"'Доброе утро. Возникла не совсем приятная ситуация, прошу Вашей помощи!<br>Моего ребёнка направили на комиссию ПМПК г.Соликамск, всязи с этим нам необходимо пройти специалистов, на протяжении почти месяца мы пытались записаться, взять талон к оториноларингологу, что не предоставлялось возможным.<br>Сегодня отсидев в живой очереди к данному специалисту, нам отказали в приёме, сказав, что наотрез не будут принимать без записи детей, которых направили на ПМПК.<br>Я подошла к заведующей детской поликлиники #2, но и там наш вопрос был не разрешен.<br>Дело в том, что 15.11.2022 назначена комиссия, если мы туда не попадём-это значит, что следующая очередь только в следующем году подойдёт, а с ребёнком нужно заниматься, иначе время будет упущено.<br>Прошу Вас помочь оазобраться в данной ситуации.",Здравоохранение/Медицина
"'Здравствуйте.<br>Березники, Юбилейная 128<br>Сидит дом без горячей воды,невозможно элементарно помыться!<br>Впереди праздники,как люди должны без горячей воды ещё месяц быть(((<br>Требуется чистка бойлера,но УК даже и не собирается это делать сейчас.<br>Самая позорная УК в городе(",ЖКХ
"'Добрый день!<br>Хотелось бы узнать,как будут работать автобусы в праздники, точнее 1 января?Хорошо бы точное расписание с конечных,чтобы не мёрзнуть на остановках<br>Спасибо",Общественный транспорт
"'Добрый день<br>Скажите пожалуйста, если я работаю официально, а муж стоит на бирже, одобрят ли выплату нам с 3 до 7 лет? Является ли статус безработного уважительной причиной?",Социальное обслуживание и защита
"'Добрый день! Подскажите пожалуйста. Нахожусь на удаленной работе. Заболела, мазок на ковид показал положительный результат. Чувствую себя хорошо. Можно ли в данном случае не заводить больничный лист, продолжая выполнять свои трудовые функции удаленно?",Коронавирус
"'Добрый день.<br>Помоги разобраться в ситуации. Мы малоимущая семья, подтверждение этому справка, приложу к обращению. В 2020 и 2021 гг. писала заявление о получении помощи для приобретения школьной формы и канцелярских принадлежностей в размере 5000₽ , было одобрение, обратилась за помощью в этом году 2022, мне отказали, причина мне не понятна!<br>Проживаю в Мотовилихинском районе<br>Галкина Надежда Юрьевна<br>89097282806<br>Спасибо.",Социальное обслуживание и защита
"'Здравствуйте у меня такой вопрос, будет ли действовать Спутник V за границей если человек поставил через полгода лайт?",Коронавирус
'Здравствуйте. Мэру Перми выдано предписание о приостановке образовательной деятельности с 3 по 9 февраля. Помимо школ к этому предписанию относятся студенты СПО?,Образование
"'Здравствуйте, вышеописанная ситуация никак не изменилась, записаться к офтальмологу нельзя ни по звонку, ни через сайт. Занято на всю неделю. При звонке в регистратуру говорят, что запись на сегодняшний день закрыта, звоните завтра. Но это ""звоните завтра"" повторяется ежедневно.",Здравоохранение/Медицина
"'Добрый день, подскажите пожалуйста, в каком документе найти переодичность работ по содержанию и текущему ремонту в многоквартирном доме.<br>Например:<br>1. Уборка помещений оди 2 раза в месяц<br>2. Прочитка вентиляции 1 раз в год.",ЖКХ
"'Доброе утро, подскажите на дет пособие малоимущность на гос услугах можно оформить?",Социальное обслуживание и защита
"'Добрый день, подскажите пожалуйста какая помощь и где можно получить?",Социальное обслуживание и защита
'И что теперь делать нашим детям? Путёвок вообще нет никуда,Образование
'6 ещё нормально ходит вот 1 это ужас,Общественный транспорт
"'Добрый вечер, я пишу по поджигателю, этот человек сегодня был задержан Индустриальным отделом полиции по факту поджога машины, обратитесь пожалуйста туда, с утра его задержали.",Безопасность
"'Подскажите, где можно бесплатно и быстро сдать мазок на коронавирус.",Коронавирус
"'здравствуйте. подскажите пожалуйста, где на официальном сайте найти актуальную версию ПЗЗ Перми??? не внесение изменений, а просто актуальную версию, текст",Связь и телевидение
"'Пермь г, +79223807777. Добрый день! Прошу сообщить о ходе работ по асфальтированию автодороги д.Канабеки - хутор Русское Поле",Дороги
"'Сегодня 3 марта снова видела по Ленина около перекрестка Советской, с ним такая же собака, ходят на пару по помойкам в огород.",Безопасность
"'[id560879390|Алексей], Я пришла в больницу по месту прописки в отделении диагностики ОРВИ и ковида там практически пусто. Никто не болеет. А когда я сказала что у меня covid потому что я заразилась от ковидного сто процентов мне сказали ну лечитесь как при ОРВИ самоизоляцию соблюдать не надо тесты делать не надо. Больничный можно закрыть дистанционно через 7 дней.",Коронавирус
"'Добрый день, у меня брата отправили на всу 16 октября но выплат ему не было до сих пор проживает по адресу г. Пермь ул Василия Каменского 12 кв 18 куда я могу обратиться",Мобилизация
"'Гляденовский тракт в сторону Петровки и поляна ПМК д.Шилово полностью в борщевике. Устали уже бороться с ним самостоятельно. Тратим свои денежные средства и время на борьбу с борщевиком. Култаевское сельское поселение даже и не думают решать проблему. Учащиеся Н.Муллинской школы приходят на поляну для проведения турслета, но только после того, как РОДИТЕЛИ уберут борщевик.",Благоустройство
'Вопрос к специалистам АМО.разве можно складировать сено на муниципальной земле?Пожаробезопасность отсутствует напрочь.,Безопасность
"'Предоставим единовременную матпомощь в размере 15 тысяч рублей на каждого несовершеннолетнего ребенка и на детей, обучающихся очно в вузах и сузах, в возрасте до 23 лет. Для этого семье необходимо обратиться в социальную защиту по месту жительства. Там же могут помочь решить и другие вопросы.",Мобилизация
"'[club57433185|Пермь Первая], спасибо за отремонтированные дороги на улице Щербакова , только вот раньше у нас был остановочный пункт с крышей, а сейчас приходится ожидать транспорт, как в голом поле",Общественный транспорт
'Почему койки дополнительные не разворачивают? Цифры-то устрашающие!,Коронавирус
"'Здравствуйте, подскажите пожалуйста, почему так нерегулярно ходят квитанции? Опять уже второй месяц нет. Зато звонит бот с угрозами взыскания через суд. Ситуация повторяется каждые 2-3 месяца.",ЖКХ
"'Да,подтверждаю",Коронавирус
'Подскажите а что роддом в губахе закрыли?? Где щас кизел принимают???,Здравоохранение/Медицина
"'В поликлинике пгт. Орёл уже 3 дня нет электричества! Медицинские работники при всем своём желании не могут полноценно работать. Люди, нуждающиеся в медицинской помощи, в неведении, когда смогут получить то немного, что ещё предоставляется нашей бесплатной медициной.",ЖКХ
"'Здравствуйте. Подскажите пожалуйста по выплате на детей, мобилизованных родителей. На каждого ребёнка в семье? А если семья, брак зарегистрирован, но старший ребёнок от первого брака... на него значит не положена выплата?<br>Хотя у вас на странице написано на каждого несовершеннолетнего в семье",Мобилизация
"'Вчера на 3 этаже ГБ2. Специально применил фильтр, чтобы затенить лица. Время - 17:30.",Здравоохранение/Медицина
'Где можно узнать график ликвидации свалок с целью осуществления гражданского (общественного) контроля?,Мусор/Свалки/ТКО
"'Здравствуйте. Подскажите, что нужно для того, что бы сменить садик? Мы стоим в очереди, но хотелось бы один из них заменить.",Образование
'Доброе утро.<br>Янаульская 15.<br>Глыбы с крыши свисают.<br>Управляющая компания не реагирует.<br>Приходили за зиму один раз убрали сосульки над подъездом ходить не возможно под ногами сплошной лёд .<br>Помогите нам пожалуйста.,ЖКХ
"'В Ордж.районе полный беспредел с медиц.помощью: не ставят на очередь на рентген,нет УЗИста!!! Все рекомендации от врачей: ""...делайте платно...""",Здравоохранение/Медицина
"'Добрый день. Могу ли я записать грудничка к узкому специалисту не в краевом центре, а в другом городе? Нужен приём дерматолога, а в нашей поликлинике его нет. Очередь в Соликамске меньше чем в краевой больнице.",Здравоохранение/Медицина
"'Доброе утро.<br>В школе 0 уроком появился в расписании какой-то курс ""уроки о важном"".<br>Он является предметом или это доп. Образование (факультатив)?<br>Что включает данный курс?<br>Где можно познакомиться со списком тем?",Образование
"'Здравствуйте, когда откроется бассейн снова?",Физическая культура и спорт
'Кто отвечает за эту территорию?,Дороги
'Да и во дворе Ленина72 одни сугробы машины негде парковать и с выездом на ул Ленина проблема,Дороги
"'Здравствуйте,подскажите пожалуйста по какому номеру телефона можно позвонить узнать когда будут выплаты по соцконтракту.?",Социальное обслуживание и защита
"'Добрый день! Подскажите пожалуйста, если у меня поменялась фамилия в паспорте, поменялись реквизиты, прописка, могу ли я предоставить эти документы в соц.защиту(где оформляла пособия) в электронном виде?",Социальное обслуживание и защита
'Сделали автобус нет?ходит по утрам нет?,Общественный транспорт
"'Добрый день! Очень благодарна за облагораживание нашего микрорайона! Вопрос по д/с 403 - Свиязева 26: там где раньше был центральный вход - сейчас стоит «Пятерочка». Люди добираются к оставшимся двум входам вдоль забора. Можно там сделать какие-то тротуарчик? Ну очень неприятно в межсезонье там грязь месить, а обходить в холодину, дождь и тп с детьми тоже удовольствия не доставляет🙏",Дороги
"'[club183771914|Александровск Официально] , здравствуйте! Ответьте в личке, пожалуйста. [club201789187|ЦУР Пермского края]",Связь и телевидение
'У нас на Средней горе тоже пришли квитанции! А мусорной площадки ни за 100 м ни за 500м нет. Тогда что делаем?,Мусор/Свалки/ТКО
'Добрый день подскажите пожалуйста как подать заявление на предоставление материальной помощи гражданам?,Социальное обслуживание и защита
"'Пермь г, +79027944346. Добрый день. В январе зарегистрировали детей и нам выдали подарки: новорождённому Пермского края. В состав входили полотенца. Можно узнать производителя? Полотенца хорошие, хотим купить ещё такие же",Связь и телевидение
"'У меня один вопрос, а почему тогда учиться продолжаем если школа на карантин закрыта?",Образование
"'Здравствуйте, просто крик души, обращались к Вам в администрацию, обещали поставить мусорный бак около военного кладбища, но пока всё осталось как было. Я незнаю почему такое неуважение к ребятам отдавшим свои жизни ради того чтоб мы жили мирно, но просто валят мусор у самой дороги к свежим могилам, потом ветром разносит по могилам. Пожалуйста я Вас очень прошу поставьте мусорный бак недалеко от военного кладбища. Мусор сперва вывозить мы ещё могли с моими детьми мешками, но сейчас его валят столько что просто в легковой машине мы за один раз вывезти не можем. Я очень Вас прошу, окажите дань уважения к погибшим воинам, я думаю они это заслужили.",Мусор/Свалки/ТКО
"'Вот это правильно.<br>Подскажите, какой документ нужен при обращении?",Мобилизация
"'Здравствуйте! Скажите пожалуйста, как сейчас обстоят дела с путёвками на санаторно-курортное лечение для беременных? Можно ли получить путевку при наличие показаний?",Образование
"'Это ведь не первый аналогичный случай. И дай, Бог, последний. Но береженного Бог бережёт. Нужно срочно пересмотреть и принять меры по охране в школах. Достаточно смерти.",Образование
"'Добрый день ! Обращаюсь к Вам с просьбой решить нашу проблему. В п. Парма Губахинского ГО, не производится расчистка дорог в поселке, большинство жителей пожилого возраста, за 2 недели снега намело столько ,что ни проехать,ни пройти. Невозможно привезти воду с колонки , сходить за продуктами, пройти на ж/д станцию.Обращения в течении всего этого времени в службу 112 результатов не принесли. Был выложен видепост в сообщество Информ-Губаха , никакой реакции от ответственных лиц, при этом автор поста обвинил меня в ответственности за очистку дорог в п. Парма, к чему я не имею никакого отношения. Но тем не менее дороги в посёлке остаются не расчищены, администрация не реагирует на жалобы. Просим помочь в решении данной проблемы.",Дороги
"'Доброе утро! Ответьте пожалуйста я еду на операцию , нужна прививка от ковид или пцр тест. Пцр тест делают в поликлинике бесплатно?",Коронавирус
"'Здравствуйте. Ребёнок забыл проездной в школе, ехал с театральной студии. Ему 8 лет. Но его всё равно обязали оплатить проезд. Зачем тогда вводить закон о бесплатном проезде детей начальных классов?? И по нему видно что ему 7-8 лет",Общественный транспорт
"'На ул. Мелиораторов круглый год своры собак, без перцового баллончика не выхожу. Как бедные малыши из школы ходят...",Безопасность
"'Здравствуйте, пишет Наумова Елена Юрьевна. У меня мама инвалид 1 группы, третий год лежит. Подскажите, пожалуйста, где можно ознакомиться с полным списком технических средств реабилитации? В интернете не все выходят.",Социальное обслуживание и защита
"'Добрый день. После остановки сады в сторону города новый асфальт провалился и разметку нанесли на эти ямы. Было ли это учтено при приемке ?<br>Также вопрос по остановочному комплексу, стояла НОРМАЛЬНАЯ остановка - поменяли на сарай в котором крыша как решето во время дождя лучше снаружи находится.",Общественный транспорт
"'Добрый день, у нас ребенку будет год 30 марта, когда нужно подать заявление на продление путинских? И какие справки нужны?",Социальное обслуживание и защита
'какое расписание автобусов глк,Общественный транспорт
"'У нас на звонарёва 45 ,во дворе качель сломана ,горка ходуном ходит таго и гляди упадёт, звонил в управлялку ,ответ это должна администрация района делать ,позвонил в приёмную ,секретарь между делом так сказала,ладно возьмём на заметку,и всё так и осталось .Наша площадка одна на 5 домов ,это я к тому что когда эта горка или качель упадут и не дай бог кого-то прибьют,все службы начнут друг в друга пальцем тыкать ,а всего то стоило вовремя отреагировать",Благоустройство
"'Здравствуйте,я неоднократно обращался по поводу затопления тротуара у Мотовилихинского пруда,директора и чиновники не желают решать эту проблему,а там всего лишь нужно просверлить отверстие слив в пруд. Проблема будет решена?",Дороги
"'Здравствуйте, подскажите, где узнать, является ли участок дороги проезжей частью, именно, от ДДиЮТ до ул. Кузьмина, со стороны пруда, некоторые там носятся, будто там трасса, а там ходят гуляют люди и дети, сейчас чуть не сбил меня один, при чем я уже ушла с тротуара на газон, но он объезжал бетонное ограждение, с торца дома по ул. Кузьмина, 12. Может там нужно поставить хотя бы знак, что это дворовая территория, чтоб они ездили 20 км/ч, а то страшно ходить",Дороги
"'Здравствуйте!К кому можно ещё обратиться с проблемой!?! У нас в общежитие муниципальная комната, которая пустует, мы звонили, везде где можно, но уже второй месяц пошёл никто не реагирует!!! Вынесли дверь железную, собераються бомжы, запах, ещё батарею вынесли, выносят из комнаты всё что можно!!!мы боимся, чтоб не подожгли эту комнату, т.к. там окурков много, видимо и курят там!!!!",Безопасность
"'На остановке Цум ждала трамвай в Мотовилиху 40 минут, но не дождалась, ушла на автобус. Вот результат повышения тарифа, а составить график движения не могут. Лишь бы деньги сорвать с людей на зарплаты, премии чинушам и депутатам. А на народ плевать хотели. Считают, что ничего не случится, если люди постоят, помёрзнут, а потом в давке поедут.",Общественный транспорт
"'Здравствуйте!<br>Скажите пожалуйста, будет ли в этом году велопробег ""Пермское кольцо""?",Физическая культура и спорт
"'[club171875648|Министерство здравоохранения Пермского края], почему не отвечаете в личных сообщениях?",Связь и телевидение
"'Добрый день. Скажите, пожалуйста, про выплаты мобилизованным на детей. Ситуация: муж подписал контракт на 4 месяца, срок уже закончился, но с СВО его не отпускают, в связи с мобилизацией. Имеют ли право дети на получение единовременной помощи в этом случае? Спасибо.",Мобилизация
'Доброго вечера. Как долго будет прорабатываться этот вопрос.,Связь и телевидение
'Доброе утро! Месяц назад переехала в г. Усолье из г. Березники. Могу ли я по-прежнему получать медицинские услуги в г. Березники?,Здравоохранение/Медицина
'Да,Мобилизация
"'[id512107465|Татьяна], вот только недавно около школы в районе Гипермаркета залили каток (ПЕРВЫЙ РАЗ ЗА ВСЕ ГОДЫ).У меня внучка стала туда ходить,а как пошёл снег кататься стало невозможно.НИКТО НЕ ЧИСТИТ!!!А в Мотовилихинском районе все катки -ПЛАТНЫЕ!!!",Физическая культура и спорт
"'А почему льготный проезд в электричках пригородных действует только для очно обучающихся студентов, есть в Перми колледжи и с очно-заочной формой обучения, а им как быть, ведь они тоже ездят учиться, и кстати хотят остаться работать в Пермском крае?",Общественный транспорт
"'[club183771914|Александровск Официально], вывоз мусора один раз в неделю,не успел сиди дома с мусором. Место для контейнеров всегда можно найти куда поставить.",Мусор/Свалки/ТКО
"'Пока не решится вопрос с работой, развитием заводов, трудоустройством молодежи, ростом квалифицированных кадров - город не сможет жить и развиваться! А то мы все поем и пляшем. Прибирать за собой не хотим. Стали потребителями, а не строителями жизни. Нам очень нужна помощь в развитии производств, развитии кадров. Будет работа, заработки, будет молодежь оставаться в городе, будет строиться и жилье, будут востребованы и детские сады, а то через три года и в школах не кого учить будет.",Социальное обслуживание и защита
"'Действительно, какой маршрут будет у 4? Где узнать информацию?",Общественный транспорт
"'[id37629458|Геннадий], а спрятаться от дождя? ветра? А посидеть если долго нет автобуса?",Общественный транспорт
"'Здравствуйте, уважаемая администрация города Перми. На экотропе гайвинская в лесу установили (незаконно)турник для занятий воркаутом и требуют с ребят которые ходят заниматься по 200₽ в час! Решите пожалуйста эту проблему 🙏🙏🙏",Физическая культура и спорт
'А тряпье где можно сдать?,Мусор/Свалки/ТКО
"'На сайте ГИС ЖКХ в моем личном кабинете нет квартиры по которой мне необходимо написать письмо, по этому не могу отправить",Связь и телевидение
'Здравствуйте подскажите когда ждать нам предписание ? Нам сказали два три дня,Связь и телевидение
"'[club76029793|ТОС ""Чапаевский"" г.Перми], а насчёт света? Там две лампы на углу забора уже два года не работают",Благоустройство
"'Лодыгина 20.<br>Растащили весь дом,кругом мусор,битое стекло.Кто будет это всё убирать?",Благоустройство
'Здравствуйте я хочу написать жалобу на заведующую д с 15,Образование
"'Здравствуйте. Мой муж служит в батальоне Молот. 25 октября я подала заявление в соцзащиту Дзержинского района г. Перми. На выплату 15 тыс. на ребёнка. Сказали ждите 5 дней. До сих пор тишина. Звонила во вторник им, они сказали что уже 2 недели. Где узнать, когда будут выплаты? Многие из Молота получили уже помощь, а некоторые нет",Мобилизация
"'нужно еще просить акт сверки с января по октябрь,они его обязаны предоставить,где будет отражено,что задолжности нет,а это уже официальный документ.нам ведь никто не будет насчитывать пеню с государства,когда не вовремя нам выплачивали зарплату.",Мусор/Свалки/ТКО
"'[club57433185|Пермь Первая], сами верите? Был 12 троллейбус и 66 автобус. Троллейбусы убрали и пассажиры исчезли?😂 Нет стабильного пассажиропотока? - Отрегулируйте расписание, а не снимайте маршрут. А насчёт пересадок - кому они удобны? Человек встаёт рано утром, чтоб доехать до работы и в автобусе мог поспать, а теперь бди, чтоб пересадку не проспать?! Можете сколько угодно убеждать, но транспортная реформа далеко не для пассажиров.",Общественный транспорт
